cie10_clase;clase;cie10_enfermedad;nombre_enfermedad
P90 - P96;OTROS TRASTORNOS ORIGINADOS EN EL PERIODO PERINATAL;P93X;REACCIONES E INTOXICACIONES DEBIDAS A DROGAS ADMINISTRADAS AL FETO Y AL RECIEN N
P90 - P96;OTROS TRASTORNOS ORIGINADOS EN EL PERIODO PERINATAL;P940;MIASTENIA GRAVE NEONATAL TRANSITORIA
P90 - P96;OTROS TRASTORNOS ORIGINADOS EN EL PERIODO PERINATAL;P941;HIPERTONIA CONGENITA
P90 - P96;OTROS TRASTORNOS ORIGINADOS EN EL PERIODO PERINATAL;P942;HIPOTONIA CONGENITA
P90 - P96;OTROS TRASTORNOS ORIGINADOS EN EL PERIODO PERINATAL;P948;OTROS TRASTORNOS DEL TONO MUSCULAR EN EL RECIEN NACIDO
P90 - P96;OTROS TRASTORNOS ORIGINADOS EN EL PERIODO PERINATAL;P949;TRASTORNO NO ESPECIFICADO DEL TONO MUSCULAR EN EL RECIEN NACIDO
P90 - P96;OTROS TRASTORNOS ORIGINADOS EN EL PERIODO PERINATAL;P95X;MUERTE FETAL (NACIDO MUERTO)
P90 - P96;OTROS TRASTORNOS ORIGINADOS EN EL PERIODO PERINATAL;P960;INSUFICIENCIA RENAL CONGENITA
P90 - P96;OTROS TRASTORNOS ORIGINADOS EN EL PERIODO PERINATAL;P961;SINTOMAS NEONATALES DE ABSTINENCIA POR DROGADICCION MATERNA
P90 - P96;OTROS TRASTORNOS ORIGINADOS EN EL PERIODO PERINATAL;P962;SINTOMAS DE ABSTINENCIA POR EL USO TERAPEUTICO DE DROGAS EN EL RECIEN NACIDO
P90 - P96;OTROS TRASTORNOS ORIGINADOS EN EL PERIODO PERINATAL;P963;AMPLITUD DE LAS SUTURAS CRANEALES DEL RECIEN NACIDO
P90 - P96;OTROS TRASTORNOS ORIGINADOS EN EL PERIODO PERINATAL;P964;TERMINACION DEL EMBARAZO, FETO Y RECIEN NACIDO
P90 - P96;OTROS TRASTORNOS ORIGINADOS EN EL PERIODO PERINATAL;P965;COMPLICACIONES DE PROCEDIMIENTOS INTRAUTERINOS, NO CLASIFICADOS EN OTRA PARTE
P90 - P96;OTROS TRASTORNOS ORIGINADOS EN EL PERIODO PERINATAL;P968;OTRAS AFECCIONES ESPECIFICADAS ORIGINADAS EN EL PERIODO PERINATAL
P90 - P96;OTROS TRASTORNOS ORIGINADOS EN EL PERIODO PERINATAL;P969;AFECCION NO ESPECIFICADA ORIGINADA EN EL PERIODO PERINATAL
Q00 - Q07;MALFORMACIONES CONGENITAS DEL SISTEMA NERVIOSO;Q000;ANENCEFALIA
Q00 - Q07;MALFORMACIONES CONGENITAS DEL SISTEMA NERVIOSO;Q001;CRANEORRAQUISQUISIS
Q00 - Q07;MALFORMACIONES CONGENITAS DEL SISTEMA NERVIOSO;Q002;INIENCEFALIA
Q00 - Q07;MALFORMACIONES CONGENITAS DEL SISTEMA NERVIOSO;Q010;ENCEFALOCELE FRONTAL
Q00 - Q07;MALFORMACIONES CONGENITAS DEL SISTEMA NERVIOSO;Q011;ENCEFALOCELE NASOFRONTAL
Q00 - Q07;MALFORMACIONES CONGENITAS DEL SISTEMA NERVIOSO;Q012;ENCEFALOCELE OCCIPITAL
Q00 - Q07;MALFORMACIONES CONGENITAS DEL SISTEMA NERVIOSO;Q018;ENCEFALOCELE DE OTROS SITIOS
Q00 - Q07;MALFORMACIONES CONGENITAS DEL SISTEMA NERVIOSO;Q019;ENCEFALOCELE, NO ESPECIFICADO
Q00 - Q07;MALFORMACIONES CONGENITAS DEL SISTEMA NERVIOSO;Q02X;MICROCEFALIA
Q00 - Q07;MALFORMACIONES CONGENITAS DEL SISTEMA NERVIOSO;Q030;MALFORMACIONES DEL ACUEDUCTO DE SILVIO
Q00 - Q07;MALFORMACIONES CONGENITAS DEL SISTEMA NERVIOSO;Q0301;ANOMALIA DEL ACUEDUCTO DE SILVIO
Q00 - Q07;MALFORMACIONES CONGENITAS DEL SISTEMA NERVIOSO;Q0302;ESTENOSIS DEL ACUEDUCTO DE SILVIO
Q00 - Q07;MALFORMACIONES CONGENITAS DEL SISTEMA NERVIOSO;Q0303;OBSTRUCCION CONGENITA DEL ACUEDUCTO DE SILVIO
Q00 - Q07;MALFORMACIONES CONGENITAS DEL SISTEMA NERVIOSO;Q031;ATRESIA DE LOS AGUJEROS DE MAGENDIE Y DE LUSCHKA
Q00 - Q07;MALFORMACIONES CONGENITAS DEL SISTEMA NERVIOSO;Q0311;SINDROME DE DANDY–WALKER
Q00 - Q07;MALFORMACIONES CONGENITAS DEL SISTEMA NERVIOSO;Q038;OTROS HIDROCEFALOS CONGENITOS
Q00 - Q07;MALFORMACIONES CONGENITAS DEL SISTEMA NERVIOSO;Q039;HIDROCEFALO CONGENITO, NO ESPECIFICADO
Q00 - Q07;MALFORMACIONES CONGENITAS DEL SISTEMA NERVIOSO;Q040;MALFORMACIONES CONGENITAS DEL CUERPO CALLOSO
Q00 - Q07;MALFORMACIONES CONGENITAS DEL SISTEMA NERVIOSO;Q041;ARRINENCEFALIA
Q00 - Q07;MALFORMACIONES CONGENITAS DEL SISTEMA NERVIOSO;Q042;HOLOPROSENCEFALIA
Q00 - Q07;MALFORMACIONES CONGENITAS DEL SISTEMA NERVIOSO;Q043;OTRAS ANOMALIAS HIPOPLASICAS DEL ENCEFALO
Q00 - Q07;MALFORMACIONES CONGENITAS DEL SISTEMA NERVIOSO;Q044;DISPLASIA OPTICOSEPTAL
Q00 - Q07;MALFORMACIONES CONGENITAS DEL SISTEMA NERVIOSO;Q045;MEGALENCEFALIA
Q00 - Q07;MALFORMACIONES CONGENITAS DEL SISTEMA NERVIOSO;Q046;QUISTES CEREBRALES CONGENITOS
Q00 - Q07;MALFORMACIONES CONGENITAS DEL SISTEMA NERVIOSO;Q048;OTRAS MALFORMACIONES CONGENITAS DEL ENCEFALO, ESPECIFICADAS
Q00 - Q07;MALFORMACIONES CONGENITAS DEL SISTEMA NERVIOSO;Q049;MALFORMACION CONGENITA DEL ENCEFALO, NO ESPECIFICADA
Q00 - Q07;MALFORMACIONES CONGENITAS DEL SISTEMA NERVIOSO;Q050;ESPINA BIFIDA CERVICAL CON HIDROCEFALO
Q00 - Q07;MALFORMACIONES CONGENITAS DEL SISTEMA NERVIOSO;Q051;ESPINA BIFIDA TORACICA CON HIDROCEFALO
Q00 - Q07;MALFORMACIONES CONGENITAS DEL SISTEMA NERVIOSO;Q052;ESPINA BIFIDA LUMBAR CON HIDROCEFALO
Q00 - Q07;MALFORMACIONES CONGENITAS DEL SISTEMA NERVIOSO;Q053;ESPINA BIFIDA SACRA CON HIDROCEFALO
Q00 - Q07;MALFORMACIONES CONGENITAS DEL SISTEMA NERVIOSO;Q054;ESPINA BIFIDA CON HIDROCEFALO, SIN OTRA ESPECIFICACION
Q00 - Q07;MALFORMACIONES CONGENITAS DEL SISTEMA NERVIOSO;Q055;ESPINA BIFIDA CERVICAL SIN HIDROCEFALO
Q00 - Q07;MALFORMACIONES CONGENITAS DEL SISTEMA NERVIOSO;Q056;ESPINA BIFIDA TORACICA SIN HIDROCEFALO
Q00 - Q07;MALFORMACIONES CONGENITAS DEL SISTEMA NERVIOSO;Q057;ESPINA BIFIDA LUMBAR SIN HIDROCEFALO
Q00 - Q07;MALFORMACIONES CONGENITAS DEL SISTEMA NERVIOSO;Q058;ESPINA BIFIDA SACRA SIN HIDROCEFALO
Q00 - Q07;MALFORMACIONES CONGENITAS DEL SISTEMA NERVIOSO;Q059;ESPINA BIFIDA, NO ESPECIFICADA
Q00 - Q07;MALFORMACIONES CONGENITAS DEL SISTEMA NERVIOSO;Q060;AMIELIA
Q00 - Q07;MALFORMACIONES CONGENITAS DEL SISTEMA NERVIOSO;Q061;HIPOPLASIA Y DISPLASIA DE LA MEDULA ESPINAL
Q00 - Q07;MALFORMACIONES CONGENITAS DEL SISTEMA NERVIOSO;Q062;DIASTEMATOMIELIA
Q00 - Q07;MALFORMACIONES CONGENITAS DEL SISTEMA NERVIOSO;Q063;OTRAS ANOMALIAS CONGENITAS DE LA COLA DE CABALLO
Q00 - Q07;MALFORMACIONES CONGENITAS DEL SISTEMA NERVIOSO;Q064;HIDROMIELIA
Q00 - Q07;MALFORMACIONES CONGENITAS DEL SISTEMA NERVIOSO;Q068;OTRAS MALFORMACIONES CONGENITAS ESPECIFICADAS DE LA MEDULA ESPINAL
Q00 - Q07;MALFORMACIONES CONGENITAS DEL SISTEMA NERVIOSO;Q069;MALFORMACION CONGENITA DE LA MEDULA ESPINAL, NO ESPECIFICADA
Q00 - Q07;MALFORMACIONES CONGENITAS DEL SISTEMA NERVIOSO;Q070;SINDROME DE ARNOLD-CHIARI
Q00 - Q07;MALFORMACIONES CONGENITAS DEL SISTEMA NERVIOSO;Q078;OTRAS MALFORMACIONES CONGENITAS DEL SISTEMA NERVIOSO, ESPECIFICADAS
Q00 - Q07;MALFORMACIONES CONGENITAS DEL SISTEMA NERVIOSO;Q079;OTRAS MALFORMACIONES CONGENITAS DEL SISTEMA NERVIOSO, NO ESPECIFICADA
Q10 - Q18;MALFORMACIONES CONGENITAS DEL OJO, DEL OIDO, DE LA CARA Y DEL CUELLO;Q100;BLEFAROPTOSIS CONGENITA
Q10 - Q18;MALFORMACIONES CONGENITAS DEL OJO, DEL OIDO, DE LA CARA Y DEL CUELLO;Q101;ECTROPION CONGENITO
Q10 - Q18;MALFORMACIONES CONGENITAS DEL OJO, DEL OIDO, DE LA CARA Y DEL CUELLO;Q102;ENTROPION CONGENITO
Q10 - Q18;MALFORMACIONES CONGENITAS DEL OJO, DEL OIDO, DE LA CARA Y DEL CUELLO;Q103;OTRAS MALFORMACIONES CONGENITAS DE LOS PARPADOS
Q10 - Q18;MALFORMACIONES CONGENITAS DEL OJO, DEL OIDO, DE LA CARA Y DEL CUELLO;Q104;AUSENCIA Y AGENESIA DEL APARATO LAGRIMAL
Q10 - Q18;MALFORMACIONES CONGENITAS DEL OJO, DEL OIDO, DE LA CARA Y DEL CUELLO;Q105;ESTENOSIS Y ESTRECHEZ CONGENITAS DEL CONDUCTO LAGRIMAL
Q10 - Q18;MALFORMACIONES CONGENITAS DEL OJO, DEL OIDO, DE LA CARA Y DEL CUELLO;Q106;OTRAS MALFORMACIONES CONGENITAS DEL APARATO LAGRIMAL
Q10 - Q18;MALFORMACIONES CONGENITAS DEL OJO, DEL OIDO, DE LA CARA Y DEL CUELLO;Q107;MALFORMACION CONGENITA DE LA ORBITA
Q10 - Q18;MALFORMACIONES CONGENITAS DEL OJO, DEL OIDO, DE LA CARA Y DEL CUELLO;Q110;GLOBO OCULAR QUISTICO
Q10 - Q18;MALFORMACIONES CONGENITAS DEL OJO, DEL OIDO, DE LA CARA Y DEL CUELLO;Q111;OTRAS ANOFTALMIAS
Q10 - Q18;MALFORMACIONES CONGENITAS DEL OJO, DEL OIDO, DE LA CARA Y DEL CUELLO;Q112;MICROFTALMIA
Q10 - Q18;MALFORMACIONES CONGENITAS DEL OJO, DEL OIDO, DE LA CARA Y DEL CUELLO;Q113;MACROFTALMIA
Q10 - Q18;MALFORMACIONES CONGENITAS DEL OJO, DEL OIDO, DE LA CARA Y DEL CUELLO;Q120;CATARATA CONGENITA
Q10 - Q18;MALFORMACIONES CONGENITAS DEL OJO, DEL OIDO, DE LA CARA Y DEL CUELLO;Q121;DESPLAZAMIENTO CONGENITO DEL CRISTALINO
Q10 - Q18;MALFORMACIONES CONGENITAS DEL OJO, DEL OIDO, DE LA CARA Y DEL CUELLO;Q122;COLOBOMA DEL CRISTALINO
Q10 - Q18;MALFORMACIONES CONGENITAS DEL OJO, DEL OIDO, DE LA CARA Y DEL CUELLO;Q123;AFAQUIA CONGENITA
Q10 - Q18;MALFORMACIONES CONGENITAS DEL OJO, DEL OIDO, DE LA CARA Y DEL CUELLO;Q124;ESFEROFAQUIA
Q10 - Q18;MALFORMACIONES CONGENITAS DEL OJO, DEL OIDO, DE LA CARA Y DEL CUELLO;Q128;OTRAS MALFORMACIONES CONGENITAS DEL CRISTALINO
Q10 - Q18;MALFORMACIONES CONGENITAS DEL OJO, DEL OIDO, DE LA CARA Y DEL CUELLO;Q129;MALFORMACION CONGENITA DEL CRISTALINO, NO ESPECIFICADA
Q10 - Q18;MALFORMACIONES CONGENITAS DEL OJO, DEL OIDO, DE LA CARA Y DEL CUELLO;Q130;COLOBOMA DEL IRIS
Q10 - Q18;MALFORMACIONES CONGENITAS DEL OJO, DEL OIDO, DE LA CARA Y DEL CUELLO;Q131;AUSENCIA DEL IRIS
Q10 - Q18;MALFORMACIONES CONGENITAS DEL OJO, DEL OIDO, DE LA CARA Y DEL CUELLO;Q132;OTRAS MALFORMACIONES CONGENITAS DEL IRIS
Q10 - Q18;MALFORMACIONES CONGENITAS DEL OJO, DEL OIDO, DE LA CARA Y DEL CUELLO;Q133;OPACIDAD CORNEAL CONGENITA
Q10 - Q18;MALFORMACIONES CONGENITAS DEL OJO, DEL OIDO, DE LA CARA Y DEL CUELLO;Q134;OTRAS MALFORMACIONES CONGENITAS DE LA CORNEA
Q10 - Q18;MALFORMACIONES CONGENITAS DEL OJO, DEL OIDO, DE LA CARA Y DEL CUELLO;Q135;ESCLEROTICA AZUL
Q10 - Q18;MALFORMACIONES CONGENITAS DEL OJO, DEL OIDO, DE LA CARA Y DEL CUELLO;Q138;OTRAS MALFORMACIONES CONGENITAS DEL SEGMENTO ANTERIOR DEL OJO
Q10 - Q18;MALFORMACIONES CONGENITAS DEL OJO, DEL OIDO, DE LA CARA Y DEL CUELLO;Q139;MALFORMACION CONGENITA DEL SEGMENTO ANTERIOR DEL OJO, NO ESPECIFICADA
Q10 - Q18;MALFORMACIONES CONGENITAS DEL OJO, DEL OIDO, DE LA CARA Y DEL CUELLO;Q140;MALFORMACION CONGENITA DEL HUMOR VITREO
Q10 - Q18;MALFORMACIONES CONGENITAS DEL OJO, DEL OIDO, DE LA CARA Y DEL CUELLO;Q141;MALFORMACION CONGENITA DE LA RETINA
Q10 - Q18;MALFORMACIONES CONGENITAS DEL OJO, DEL OIDO, DE LA CARA Y DEL CUELLO;Q142;MALFORMACION CONGENITA DEL DISCO OPTICO
Q10 - Q18;MALFORMACIONES CONGENITAS DEL OJO, DEL OIDO, DE LA CARA Y DEL CUELLO;Q143;MALFORMACION CONGENITA DE LA COROIDES
Q10 - Q18;MALFORMACIONES CONGENITAS DEL OJO, DEL OIDO, DE LA CARA Y DEL CUELLO;Q148;OTRAS MALFORMACIONES CONGENITAS DEL SEGMENTO POSTERIOR DEL OJO
Q10 - Q18;MALFORMACIONES CONGENITAS DEL OJO, DEL OIDO, DE LA CARA Y DEL CUELLO;Q149;MALFORMACION CONGENITA DEL SEGMENTO POSTERIOR DEL OJO, NO ESPECIFICADA
Q10 - Q18;MALFORMACIONES CONGENITAS DEL OJO, DEL OIDO, DE LA CARA Y DEL CUELLO;Q150;GLAUCOMA CONGENITO
Q10 - Q18;MALFORMACIONES CONGENITAS DEL OJO, DEL OIDO, DE LA CARA Y DEL CUELLO;Q158;OTRAS MALFORMACIONES CONGENITAS DEL OJO, ESPECIFICADAS
Q10 - Q18;MALFORMACIONES CONGENITAS DEL OJO, DEL OIDO, DE LA CARA Y DEL CUELLO;Q159;MALFORMACIONES CONGENITAS DEL OJO, NO ESPECIFICADAS
Q10 - Q18;MALFORMACIONES CONGENITAS DEL OJO, DEL OIDO, DE LA CARA Y DEL CUELLO;Q160;AUSENCIA CONGENITA DEL PABELLON (DE LA OREJA)
Q10 - Q18;MALFORMACIONES CONGENITAS DEL OJO, DEL OIDO, DE LA CARA Y DEL CUELLO;Q161;AUSENCIA CONGENITA, ATRESIA O ESTRECHEZ DEL CONDUCTO AUDITIVO (EXTERNO)
Q10 - Q18;MALFORMACIONES CONGENITAS DEL OJO, DEL OIDO, DE LA CARA Y DEL CUELLO;Q162;AUSENCIA DE LA TROMPA DE EUSTAQUIO
Q10 - Q18;MALFORMACIONES CONGENITAS DEL OJO, DEL OIDO, DE LA CARA Y DEL CUELLO;Q163;MALFORMACION CONGENITA DE LOS HUESECILLOS DEL OIDO
Q10 - Q18;MALFORMACIONES CONGENITAS DEL OJO, DEL OIDO, DE LA CARA Y DEL CUELLO;Q164;OTRAS MALFORMACIONES CONGENITAS DEL OIDO MEDIO
Q10 - Q18;MALFORMACIONES CONGENITAS DEL OJO, DEL OIDO, DE LA CARA Y DEL CUELLO;Q165;MALFORMACION CONGENITA DEL OIDO INTERNO
Q10 - Q18;MALFORMACIONES CONGENITAS DEL OJO, DEL OIDO, DE LA CARA Y DEL CUELLO;Q169;MALFORMACION CONGENITA DEL OIDO QUE CAUSA ALTERACION DE LA AUDICION, SIN OTRA ESPECIFICACION
Q10 - Q18;MALFORMACIONES CONGENITAS DEL OJO, DEL OIDO, DE LA CARA Y DEL CUELLO;Q170;OREJA SUPERNUMERARIA
Q10 - Q18;MALFORMACIONES CONGENITAS DEL OJO, DEL OIDO, DE LA CARA Y DEL CUELLO;Q171;MACROTIA
Q10 - Q18;MALFORMACIONES CONGENITAS DEL OJO, DEL OIDO, DE LA CARA Y DEL CUELLO;Q172;MICROTIA
Q10 - Q18;MALFORMACIONES CONGENITAS DEL OJO, DEL OIDO, DE LA CARA Y DEL CUELLO;Q173;OTRAS DEFORMIDADES DEL PABELLON AURICULAR
Q10 - Q18;MALFORMACIONES CONGENITAS DEL OJO, DEL OIDO, DE LA CARA Y DEL CUELLO;Q174;ANOMALIA DE LA POSICION DE LA OREJA
Q10 - Q18;MALFORMACIONES CONGENITAS DEL OJO, DEL OIDO, DE LA CARA Y DEL CUELLO;Q175;OREJA PROMINENTE
Q10 - Q18;MALFORMACIONES CONGENITAS DEL OJO, DEL OIDO, DE LA CARA Y DEL CUELLO;Q178;OTRAS MALFORMACIONES CONGENITAS DEL OIDO, ESPECIFICADAS
Q10 - Q18;MALFORMACIONES CONGENITAS DEL OJO, DEL OIDO, DE LA CARA Y DEL CUELLO;Q179;MALFORMACION CONGENITA DEL OIDO, NO ESPECIFICADA
Q10 - Q18;MALFORMACIONES CONGENITAS DEL OJO, DEL OIDO, DE LA CARA Y DEL CUELLO;Q180;SENO, FISTULA O QUISTE DE LA HENDIDURA BRANQUIAL
Q10 - Q18;MALFORMACIONES CONGENITAS DEL OJO, DEL OIDO, DE LA CARA Y DEL CUELLO;Q181;SENO Y QUISTE PREAURICULAR
Q10 - Q18;MALFORMACIONES CONGENITAS DEL OJO, DEL OIDO, DE LA CARA Y DEL CUELLO;Q182;OTRAS MALFORMACIONES DE LAS HENDIDURAS BRANQUIALES
Q10 - Q18;MALFORMACIONES CONGENITAS DEL OJO, DEL OIDO, DE LA CARA Y DEL CUELLO;Q183;PTERIGION DEL CUELLO
Q10 - Q18;MALFORMACIONES CONGENITAS DEL OJO, DEL OIDO, DE LA CARA Y DEL CUELLO;Q184;MACROSTOMIA
Q10 - Q18;MALFORMACIONES CONGENITAS DEL OJO, DEL OIDO, DE LA CARA Y DEL CUELLO;Q185;MICROSTOMIA
Q10 - Q18;MALFORMACIONES CONGENITAS DEL OJO, DEL OIDO, DE LA CARA Y DEL CUELLO;Q186;MACROQUEILIA
Q10 - Q18;MALFORMACIONES CONGENITAS DEL OJO, DEL OIDO, DE LA CARA Y DEL CUELLO;Q187;MICROQUEILIA
Q10 - Q18;MALFORMACIONES CONGENITAS DEL OJO, DEL OIDO, DE LA CARA Y DEL CUELLO;Q188;OTRAS MALFORMACIONES CONGENITAS ESPECIFICADAS DE CARA Y CUELLO
Q10 - Q18;MALFORMACIONES CONGENITAS DEL OJO, DEL OIDO, DE LA CARA Y DEL CUELLO;Q189;MALFORMACION CONGENITA DE LA CARA Y DEL CUELLO, NO ESPECIFICADA
Q20 - Q28;MALFORMACIONES CONGENITAS DEL SISTEMA CIRCULATORIO;Q200;TRONCO ARTERIOSO COMUN
Q20 - Q28;MALFORMACIONES CONGENITAS DEL SISTEMA CIRCULATORIO;Q201;TRANSPOSICION DE LOS GRANDES VASOS EN VENTRICULO DERECHO
Q20 - Q28;MALFORMACIONES CONGENITAS DEL SISTEMA CIRCULATORIO;Q202;TRANSPOSICION DE LOS GRANDES VASOS EN VENTRICULO IZQUIERDO
Q20 - Q28;MALFORMACIONES CONGENITAS DEL SISTEMA CIRCULATORIO;Q203;DISCORDANCIA DE LA CONEXION VENTRICULOARTERIAL
Q20 - Q28;MALFORMACIONES CONGENITAS DEL SISTEMA CIRCULATORIO;Q204;VENTRICULO CON DOBLE ENTRADA
Q20 - Q28;MALFORMACIONES CONGENITAS DEL SISTEMA CIRCULATORIO;Q205;DISCORDANCIA DE LA CONEXION AURICULOVENTRICULAR
Q20 - Q28;MALFORMACIONES CONGENITAS DEL SISTEMA CIRCULATORIO;Q206;ISOMERISMO DE LOS APENDICES AURICULARES
Q20 - Q28;MALFORMACIONES CONGENITAS DEL SISTEMA CIRCULATORIO;Q208;OTRAS MALFORMACIONES CONGENITAS DE LAS CAMARAS CARDIACAS Y SUS CONEXIONES
Q20 - Q28;MALFORMACIONES CONGENITAS DEL SISTEMA CIRCULATORIO;Q209;MALFORMACION CONGENITA DE LAS CAMARAS CARDIACAS Y SUS CONEXIONES, NO ESPECIFICADA
Q20 - Q28;MALFORMACIONES CONGENITAS DEL SISTEMA CIRCULATORIO;Q210;DEFECTO DEL TABIQUE VENTRICULAR
Q20 - Q28;MALFORMACIONES CONGENITAS DEL SISTEMA CIRCULATORIO;Q211;DEFECTO DEL TABIQUE AURICULAR
Q20 - Q28;MALFORMACIONES CONGENITAS DEL SISTEMA CIRCULATORIO;Q212;DEFECTO DEL TABIQUE AURICULOVENTRICULAR
Q20 - Q28;MALFORMACIONES CONGENITAS DEL SISTEMA CIRCULATORIO;Q213;TETRALOGIA DE FALLOT
Q20 - Q28;MALFORMACIONES CONGENITAS DEL SISTEMA CIRCULATORIO;Q214;DEFECTO DEL TABIQUE AORTOPULMONAR
Q20 - Q28;MALFORMACIONES CONGENITAS DEL SISTEMA CIRCULATORIO;Q218;OTRAS MALFORMACIONES CONGENITAS DE LOS TABIQUES CARDIACOS
Q20 - Q28;MALFORMACIONES CONGENITAS DEL SISTEMA CIRCULATORIO;Q219;MALFORMACION CONGENITA DEL TABIQUE CARDIACO, NO ESPECIFICADA
Q20 - Q28;MALFORMACIONES CONGENITAS DEL SISTEMA CIRCULATORIO;Q220;ATRESIA DE LA VALVULA PULMONAR
Q20 - Q28;MALFORMACIONES CONGENITAS DEL SISTEMA CIRCULATORIO;Q221;ESTENOSIS CONGENITA DE LA VALVULA PULMONAR
Q20 - Q28;MALFORMACIONES CONGENITAS DEL SISTEMA CIRCULATORIO;Q222;INSUFICIENCIA CONGENITA DE LA VALVULA PULMONAR
Q20 - Q28;MALFORMACIONES CONGENITAS DEL SISTEMA CIRCULATORIO;Q223;OTRAS MALFORMACIONES CONGENITAS DE LA VALVULA PULMONAR
Q20 - Q28;MALFORMACIONES CONGENITAS DEL SISTEMA CIRCULATORIO;Q224;ESTENOSIS CONGENITA DE LA VALVULA TRICUSPIDE
Q20 - Q28;MALFORMACIONES CONGENITAS DEL SISTEMA CIRCULATORIO;Q225;ANOMALIA DE EBSTEIN
Q20 - Q28;MALFORMACIONES CONGENITAS DEL SISTEMA CIRCULATORIO;Q226;SINDROME DE HIPOPLASIA DEL CORAZON DERECHO
Q20 - Q28;MALFORMACIONES CONGENITAS DEL SISTEMA CIRCULATORIO;Q228;OTRAS MALFORMACIONES CONGENITAS DE LA VALVULA TRICUSPIDE
Q20 - Q28;MALFORMACIONES CONGENITAS DEL SISTEMA CIRCULATORIO;Q229;MALFORMACION CONGENITA DE LA VALVULA TRICUSPIDE, NO ESPECIFICADA
Q20 - Q28;MALFORMACIONES CONGENITAS DEL SISTEMA CIRCULATORIO;Q230;ESTENOSIS CONGENITA DE LA VALVULA AORTICA
Q20 - Q28;MALFORMACIONES CONGENITAS DEL SISTEMA CIRCULATORIO;Q231;INSUFICIENCIA CONGENITA DE LA VALVULA AORTICA
Q20 - Q28;MALFORMACIONES CONGENITAS DEL SISTEMA CIRCULATORIO;Q232;ESTENOSIS MITRAL CONGENITA
Q20 - Q28;MALFORMACIONES CONGENITAS DEL SISTEMA CIRCULATORIO;Q233;INSUFICIENCIA MITRAL CONGENITA
Q20 - Q28;MALFORMACIONES CONGENITAS DEL SISTEMA CIRCULATORIO;Q234;SINDROME DE HIPOPLASIA DEL CORAZON IZQUIERDO
Q20 - Q28;MALFORMACIONES CONGENITAS DEL SISTEMA CIRCULATORIO;Q238;OTRAS MALFORMACIONES CONGENITAS DE LAS VALVULAS AORTICA Y MITRAL
Q20 - Q28;MALFORMACIONES CONGENITAS DEL SISTEMA CIRCULATORIO;Q239;MALFORMACION CONGENITA DE LAS VALVULAS AORTICA Y MITRAL, NO ESPECIFICADA
Q20 - Q28;MALFORMACIONES CONGENITAS DEL SISTEMA CIRCULATORIO;Q240;DEXTROCARDIA
Q20 - Q28;MALFORMACIONES CONGENITAS DEL SISTEMA CIRCULATORIO;Q241;LEVOCARDIA
Q20 - Q28;MALFORMACIONES CONGENITAS DEL SISTEMA CIRCULATORIO;Q242;CORAZON TRIAURICULAR
Q20 - Q28;MALFORMACIONES CONGENITAS DEL SISTEMA CIRCULATORIO;Q243;ESTENOSIS DEL INFUNDIBULO PULMONAR
Q20 - Q28;MALFORMACIONES CONGENITAS DEL SISTEMA CIRCULATORIO;Q244;ESTENOSIS SUBAORTICA CONGENITA
Q20 - Q28;MALFORMACIONES CONGENITAS DEL SISTEMA CIRCULATORIO;Q245;MALFORMACION DE LOS VASOS CORONARIOS
Q20 - Q28;MALFORMACIONES CONGENITAS DEL SISTEMA CIRCULATORIO;Q246;BLOQUEO CARDIACO CONGENITO
Q20 - Q28;MALFORMACIONES CONGENITAS DEL SISTEMA CIRCULATORIO;Q248;OTRAS MALFORMACIONES CONGENITAS DEL CORAZON, ESPECIFICADAS
Q20 - Q28;MALFORMACIONES CONGENITAS DEL SISTEMA CIRCULATORIO;Q249;MALFORMACION CONGENITA DEL CORAZON, NO ESPECIFICADA
Q20 - Q28;MALFORMACIONES CONGENITAS DEL SISTEMA CIRCULATORIO;Q250;CONDUCTO ARTERIOSO PERSISTENTE
Q20 - Q28;MALFORMACIONES CONGENITAS DEL SISTEMA CIRCULATORIO;Q251;COARTACION DE LA AORTA
Q20 - Q28;MALFORMACIONES CONGENITAS DEL SISTEMA CIRCULATORIO;Q252;ATRESIA DE LA AORTA
Q20 - Q28;MALFORMACIONES CONGENITAS DEL SISTEMA CIRCULATORIO;Q253;ESTENOSIS DE LA AORTA
Q20 - Q28;MALFORMACIONES CONGENITAS DEL SISTEMA CIRCULATORIO;Q254;OTRAS MALFORMACIONES CONGENITAS DE LA AORTA
Q20 - Q28;MALFORMACIONES CONGENITAS DEL SISTEMA CIRCULATORIO;Q255;ATRESIA DE LA ARTERIA PULMONAR
Q20 - Q28;MALFORMACIONES CONGENITAS DEL SISTEMA CIRCULATORIO;Q256;ESTENOSIS DE LA ARTERIA PULMONAR
Q20 - Q28;MALFORMACIONES CONGENITAS DEL SISTEMA CIRCULATORIO;Q257;OTRAS MALFORMACIONES CONGENITAS DE LA ARTERIA PULMONAR
Q20 - Q28;MALFORMACIONES CONGENITAS DEL SISTEMA CIRCULATORIO;Q258;OTRAS MALFORMACIONES CONGENITAS DE LAS GRANDES ARTERIAS
Q20 - Q28;MALFORMACIONES CONGENITAS DEL SISTEMA CIRCULATORIO;Q259;MALFORMACION CONGENITA DE LAS GRANDES ARTERIAS, NO ESPECIFICADA
Q20 - Q28;MALFORMACIONES CONGENITAS DEL SISTEMA CIRCULATORIO;Q260;ESTENOSIS CONGENITA DE LA VENA CAVA
