cie10_clase;clase;cie10_enfermedad;nombre_enfermedad
F60 - F69;TRASTORNOS DE LA PERSONALIDAD Y DEL COMPORTAMIENTO EN ADULTOS;F662;TRASTORNO DE LA RELACION SEXUAL
F60 - F69;TRASTORNOS DE LA PERSONALIDAD Y DEL COMPORTAMIENTO EN ADULTOS;F668;OTROS TRASTORNOS DEL DESARROLLO PSICOSEXUAL
F60 - F69;TRASTORNOS DE LA PERSONALIDAD Y DEL COMPORTAMIENTO EN ADULTOS;F669;TRASTORNO DEL DESARROLLO PSICOSEXUAL, NO ESPECIFICADO
F60 - F69;TRASTORNOS DE LA PERSONALIDAD Y DEL COMPORTAMIENTO EN ADULTOS;F680;ELABORACION DE SINTOMAS FISICOS POR CAUSAS PSICOLOGICAS
F60 - F69;TRASTORNOS DE LA PERSONALIDAD Y DEL COMPORTAMIENTO EN ADULTOS;F681;PRODUCCION INTENCIONAL O SIMULACION DE SINTOMAS O DE INCAPACIDADES, TANTO FISICAS COMO PSICOLOGICAS [TRASTORNO FACTICIO]
F60 - F69;TRASTORNOS DE LA PERSONALIDAD Y DEL COMPORTAMIENTO EN ADULTOS;F688;OTROS TRASTORNOS ESPECIFICADOS DE LA PERSONALIDAD Y DEL COMPORTAMIENTO EN ADULTOS
F60 - F69;TRASTORNOS DE LA PERSONALIDAD Y DEL COMPORTAMIENTO EN ADULTOS;F69X;TRASTORNO DE LA PERSONALIDAD Y DEL COMPORTAMIENTO EN ADULTOS, NO ESPECIFICADO
F70 - F79;RETRASO MENTAL;F700;RETRASO MENTAL LEVE, DETERIORO DEL COMPORTAMIENTO NULO O MINIMO
F70 - F79;RETRASO MENTAL;F701;RETRASO MENTAL LEVE, DETERIORO DEL COMPORTAMIENTO SIGNIFICATIVO, QUE REQUIERE ATENCION O TRATAMIENTO
F70 - F79;RETRASO MENTAL;F708;RETRASO MENTAL LEVE, OTROS DETERIOROS DEL COMPORTAMIENTO
F70 - F79;RETRASO MENTAL;F709;RETRASO MENTAL LEVE, DETERIORO DEL COMPORTAMIENTO DE GRADO NO ESPECIFICADO
F70 - F79;RETRASO MENTAL;F710;RETRASO MENTAL MODERADO, DETERIORO DEL COMPORTAMIENTO NULO O MINIMO
F70 - F79;RETRASO MENTAL;F711;RETRASO MENTAL MODERADO, DETERIORO DEL COMPORTAMIENTO SIGNIFICATIVO, QUE REQUIERE ATENCION O TRATAMIENTO
F70 - F79;RETRASO MENTAL;F718;RETRASO MENTAL MODERADO, OTROS DETERIOROS DEL COMPORTAMIENTO
F70 - F79;RETRASO MENTAL;F719;RETRASO MENTAL MODERADO, DETERIORO DEL COMPORTAMIENTO DE GRADO NO ESPECIFICADO
F70 - F79;RETRASO MENTAL;F720;RETRASO MENTAL GRAVE, DETERIORO DEL COMPORTAMIENTO NULO O MINIMO
F70 - F79;RETRASO MENTAL;F721;RETRASO MENTAL GRAVE, DETERIORO DEL COMPORTAMIENTO SIGNIFICATIVO, QUE REQUIERE ATENCION O TRATAMIENTO
F70 - F79;RETRASO MENTAL;F728;RETRASO MENTAL GRAVE, OTROS DETERIOROS DEL COMPORTAMIENTO
F70 - F79;RETRASO MENTAL;F729;RETRASO MENTAL GRAVE, DETERIORO DEL COMPORTAMIENTO DE GRADO NO ESPECIFICADO
F70 - F79;RETRASO MENTAL;F730;RETRASO MENTAL PROFUNDO, DETERIORO DEL COMPORTAMIENTO NULO O MINIMO
F70 - F79;RETRASO MENTAL;F731;RETRASO MENTAL PROFUNDO, DETERIORO DEL COMPORTAMIENTO SIGNIFICATIVO, QUE REQUIERE ATENCION O TRATAMIENTO
F70 - F79;RETRASO MENTAL;F738;RETRASO MENTAL PROFUNDO, OTROS DETERIOROS DEL COMPORTAMIENTO
F70 - F79;RETRASO MENTAL;F739;RETRASO MENTAL PROFUNDO, DETERIORO DEL COMPORTAMIENTO DE GRADO NO ESPECIFICADO
F70 - F79;RETRASO MENTAL;F780;OTROS TIPOS DE RETRASO MENTAL, DETERIORO DEL COMPORTAMIENTO NULO O MINIMO
F70 - F79;RETRASO MENTAL;F781;OTROS TIPOS DE RETRASO MENTAL, DETERIORO DEL COMPORTAMIENTO SIGNIFICATIVO, QUE REQUIERE ATENCION O TRATAMIENTO
F70 - F79;RETRASO MENTAL;F788;OTROS TIPOS DE RETRASO MENTAL, OTROS DETERIOROS DEL COMPORTAMIENTO
F70 - F79;RETRASO MENTAL;F789;OTROS TIPOS DE RETRASO MENTAL, DETERIORO DEL COMPORTAMIENTO DE GRADO NO ESPECIFICADO
F70 - F79;RETRASO MENTAL;F790;RETRASO MENTAL, NO ESPECIFICADO, DETERIORO DEL COMPORTAMIENTO NULO O MINIMO
F70 - F79;RETRASO MENTAL;F791;RETRASO MENTAL, NO ESPECIFICADO, DETERIORO DEL COMPORTAMIENTO SIGNIFICATIVO, QUE REQUIERE ATENCION O TRATAMIENTO
F70 - F79;RETRASO MENTAL;F798;RETRASO MENTAL, NO ESPECIFICADO, OTROS DETERIOROS DEL COMPORTAMIENTO
F70 - F79;RETRASO MENTAL;F799;RETRASO MENTAL, NO ESPECIFICADO, DETERIORO DEL COMPORTAMIENTO DE GRADO NO ESPECIFICADO
F80 - F89;TRASTORNOS DEL DESARROLLO PSICOLOGICO;F800;TRASTORNO ESPECIFICO DE LA PRONUNCIACION
F80 - F89;TRASTORNOS DEL DESARROLLO PSICOLOGICO;F801;TRASTORNO DEL LENGUAJE EXPRESIVO
F80 - F89;TRASTORNOS DEL DESARROLLO PSICOLOGICO;F802;TRASTORNO DE LA RECEPCION DEL LENGUAJE
F80 - F89;TRASTORNOS DEL DESARROLLO PSICOLOGICO;F803;AFASIA ADQUIRIDA CON EPILEPSIA [LANDAU-KLEFFNER]
F80 - F89;TRASTORNOS DEL DESARROLLO PSICOLOGICO;F808;OTROS TRASTORNOS DEL DESARROLLO DEL HABLA Y DEL LENGUAJE
F80 - F89;TRASTORNOS DEL DESARROLLO PSICOLOGICO;F809;TRASTORNO DEL DESARROLLO DEL HABLA Y DEL LENGUAJE NO ESPECIFICADO
F80 - F89;TRASTORNOS DEL DESARROLLO PSICOLOGICO;F810;TRASTORNO ESPECIFICO DE LA LECTURA
F80 - F89;TRASTORNOS DEL DESARROLLO PSICOLOGICO;F811;TRASTORNO ESPECIFICO DEL DELETREO [ORTOGRAFIA]
F80 - F89;TRASTORNOS DEL DESARROLLO PSICOLOGICO;F812;TRASTORNO ESPECIFICO DE LAS HABILIDADES ARITMETICAS
F80 - F89;TRASTORNOS DEL DESARROLLO PSICOLOGICO;F813;TRASTORNO MIXTO DE LAS HABILIDADES ESCOLARES
F80 - F89;TRASTORNOS DEL DESARROLLO PSICOLOGICO;F818;OTROS TRASTORNOS DEL DESARROLLO DE LAS HABILIDADES ESCOLARES
F80 - F89;TRASTORNOS DEL DESARROLLO PSICOLOGICO;F819;TRASTORNO DEL DESARROLLO DE LAS HABILIDADES ESCOLARES, NO ESPECIFICADO
F80 - F89;TRASTORNOS DEL DESARROLLO PSICOLOGICO;F82X;TRASTORNO ESPECIFICO DEL DESARROLLO PSICOMOTOR
F80 - F89;TRASTORNOS DEL DESARROLLO PSICOLOGICO;F83X;TRASTORNOS ESPECIFICOS MIXTOS DEL DESARROLLO
F80 - F89;TRASTORNOS DEL DESARROLLO PSICOLOGICO;F840;AUTISMO EN LA NIÑEZ
F80 - F89;TRASTORNOS DEL DESARROLLO PSICOLOGICO;F841;AUTISMO ATIPICO
F80 - F89;TRASTORNOS DEL DESARROLLO PSICOLOGICO;F842;SINDROME DE RETT
F80 - F89;TRASTORNOS DEL DESARROLLO PSICOLOGICO;F843;OTRO TRASTORNO DESINTEGRATIVO DE LA NIÑEZ
F80 - F89;TRASTORNOS DEL DESARROLLO PSICOLOGICO;F844;TRASTORNO HIPERACTIVO ASOCIADO CON RETRASO MENTAL Y MOVIMIENTOS ESTEREOTIPADOS
F80 - F89;TRASTORNOS DEL DESARROLLO PSICOLOGICO;F845;SINDROME DE ASPERGER
F80 - F89;TRASTORNOS DEL DESARROLLO PSICOLOGICO;F848;OTROS TRASTORNOS GENERALIZADOS DEL DESARROLLO
F80 - F89;TRASTORNOS DEL DESARROLLO PSICOLOGICO;F849;TRASTORNO GENERALIZADO DEL DESARROLLO NO ESPECIFICADO
F80 - F89;TRASTORNOS DEL DESARROLLO PSICOLOGICO;F88X;OTROS TRASTORNOS DEL DESARROLLO PSICOLOGICO
F80 - F89;TRASTORNOS DEL DESARROLLO PSICOLOGICO;F89X;TRASTORNO DEL DESARROLLO PSICOLOGICO, NO ESPECIFICADO
F90 - F98;TRASTORNOS EMOCIONALES Y DEL COMPORTAMIENTO APARECEN HABITUALMENTE EN LA NIÑEZ Y EN LA ADOLESCENCIA;F900;PERTURBACION DE LA ACTIVIDAD Y DE LA ATENCION
F90 - F98;TRASTORNOS EMOCIONALES Y DEL COMPORTAMIENTO APARECEN HABITUALMENTE EN LA NIÑEZ Y EN LA ADOLESCENCIA;F901;TRASTORNO HIPERCINETICO DE LA CONDUCTA
F90 - F98;TRASTORNOS EMOCIONALES Y DEL COMPORTAMIENTO APARECEN HABITUALMENTE EN LA NIÑEZ Y EN LA ADOLESCENCIA;F908;OTROS TRASTORNOS HIPERCINETICOS
F90 - F98;TRASTORNOS EMOCIONALES Y DEL COMPORTAMIENTO APARECEN HABITUALMENTE EN LA NIÑEZ Y EN LA ADOLESCENCIA;F909;TRASTORNO HIPERCINETICO, NO ESPECIFICADO
F90 - F98;TRASTORNOS EMOCIONALES Y DEL COMPORTAMIENTO APARECEN HABITUALMENTE EN LA NIÑEZ Y EN LA ADOLESCENCIA;F910;TRASTORNO DE LA CONDUCTA LIMITADO AL CONTEXTO FAMILIAR
F90 - F98;TRASTORNOS EMOCIONALES Y DEL COMPORTAMIENTO APARECEN HABITUALMENTE EN LA NIÑEZ Y EN LA ADOLESCENCIA;F911;TRASTORNO DE LA CONDUCTA INSOCIABLE
F90 - F98;TRASTORNOS EMOCIONALES Y DEL COMPORTAMIENTO APARECEN HABITUALMENTE EN LA NIÑEZ Y EN LA ADOLESCENCIA;F912;TRASTORNO DE LA CONDUCTA SOCIABLE
F90 - F98;TRASTORNOS EMOCIONALES Y DEL COMPORTAMIENTO APARECEN HABITUALMENTE EN LA NIÑEZ Y EN LA ADOLESCENCIA;F9121;PERTENENCIA A PANDILLA (PRESENCIA DE AGRESIVIDAD Y VIOLENCIA)
F90 - F98;TRASTORNOS EMOCIONALES Y DEL COMPORTAMIENTO APARECEN HABITUALMENTE EN LA NIÑEZ Y EN LA ADOLESCENCIA;F9122;PERTENECIENTE A GRUPOS ORGANIZADOS
F90 - F98;TRASTORNOS EMOCIONALES Y DEL COMPORTAMIENTO APARECEN HABITUALMENTE EN LA NIÑEZ Y EN LA ADOLESCENCIA;F913;TRASTORNO OPOSITOR DESAFIANTE
F90 - F98;TRASTORNOS EMOCIONALES Y DEL COMPORTAMIENTO APARECEN HABITUALMENTE EN LA NIÑEZ Y EN LA ADOLESCENCIA;F918;OTROS TRASTORNOS DE LA CONDUCTA
F90 - F98;TRASTORNOS EMOCIONALES Y DEL COMPORTAMIENTO APARECEN HABITUALMENTE EN LA NIÑEZ Y EN LA ADOLESCENCIA;F919;TRASTORNO DE LA CONDUCTA, NO ESPECIFICADO
F90 - F98;TRASTORNOS EMOCIONALES Y DEL COMPORTAMIENTO APARECEN HABITUALMENTE EN LA NIÑEZ Y EN LA ADOLESCENCIA;F920;TRASTORNO DEPRESIVO DE LA CONDUCTA
F90 - F98;TRASTORNOS EMOCIONALES Y DEL COMPORTAMIENTO APARECEN HABITUALMENTE EN LA NIÑEZ Y EN LA ADOLESCENCIA;F928;OTROS TRASTORNOS MIXTOS DE LA CONDUCTA Y DE LAS EMOCIONES
F90 - F98;TRASTORNOS EMOCIONALES Y DEL COMPORTAMIENTO APARECEN HABITUALMENTE EN LA NIÑEZ Y EN LA ADOLESCENCIA;F929;TRASTORNO MIXTO DE LA CONDUCTA Y DE LAS EMOCIONES, NO ESPECIFICADO
F90 - F98;TRASTORNOS EMOCIONALES Y DEL COMPORTAMIENTO APARECEN HABITUALMENTE EN LA NIÑEZ Y EN LA ADOLESCENCIA;F930;TRASTORNO DE ANSIEDAD DE SEPARACION EN LA NIÑEZ
F90 - F98;TRASTORNOS EMOCIONALES Y DEL COMPORTAMIENTO APARECEN HABITUALMENTE EN LA NIÑEZ Y EN LA ADOLESCENCIA;F931;TRASTORNO DE ANSIEDAD FOBICA EN LA NIÑEZ
F90 - F98;TRASTORNOS EMOCIONALES Y DEL COMPORTAMIENTO APARECEN HABITUALMENTE EN LA NIÑEZ Y EN LA ADOLESCENCIA;F932;TRASTORNO DE ANSIEDAD SOCIAL EN LA NIÑEZ
F90 - F98;TRASTORNOS EMOCIONALES Y DEL COMPORTAMIENTO APARECEN HABITUALMENTE EN LA NIÑEZ Y EN LA ADOLESCENCIA;F933;TRASTORNO DE RIVALIDAD ENTRE HERMANOS
F90 - F98;TRASTORNOS EMOCIONALES Y DEL COMPORTAMIENTO APARECEN HABITUALMENTE EN LA NIÑEZ Y EN LA ADOLESCENCIA;F938;OTROS TRASTORNOS EMOCIONALES EN LA NIÑEZ
F90 - F98;TRASTORNOS EMOCIONALES Y DEL COMPORTAMIENTO APARECEN HABITUALMENTE EN LA NIÑEZ Y EN LA ADOLESCENCIA;F939;TRASTORNO EMOCIONAL EN LA NIÑEZ, NO ESPECIFICADO
F90 - F98;TRASTORNOS EMOCIONALES Y DEL COMPORTAMIENTO APARECEN HABITUALMENTE EN LA NIÑEZ Y EN LA ADOLESCENCIA;F940;MUTISMO ELECTIVO
F90 - F98;TRASTORNOS EMOCIONALES Y DEL COMPORTAMIENTO APARECEN HABITUALMENTE EN LA NIÑEZ Y EN LA ADOLESCENCIA;F941;TRASTORNO DE VINCULACION REACTIVA EN LA NIÑEZ
F90 - F98;TRASTORNOS EMOCIONALES Y DEL COMPORTAMIENTO APARECEN HABITUALMENTE EN LA NIÑEZ Y EN LA ADOLESCENCIA;F942;TRASTORNO DE VINCULACION DESINHIBIDA EN LA NIÑEZ
F90 - F98;TRASTORNOS EMOCIONALES Y DEL COMPORTAMIENTO APARECEN HABITUALMENTE EN LA NIÑEZ Y EN LA ADOLESCENCIA;F948;OTROS TRASTORNOS DEL COMPORTAMIENTO SOCIAL EN LA NIÑEZ
F90 - F98;TRASTORNOS EMOCIONALES Y DEL COMPORTAMIENTO APARECEN HABITUALMENTE EN LA NIÑEZ Y EN LA ADOLESCENCIA;F949;TRASTORNO DEL COMPORTAMIENTO SOCIAL EN LA NIÑEZ, NO ESPECIFICADO
F90 - F98;TRASTORNOS EMOCIONALES Y DEL COMPORTAMIENTO APARECEN HABITUALMENTE EN LA NIÑEZ Y EN LA ADOLESCENCIA;F950;TRASTORNO POR TIC TRANSITORIO
F90 - F98;TRASTORNOS EMOCIONALES Y DEL COMPORTAMIENTO APARECEN HABITUALMENTE EN LA NIÑEZ Y EN LA ADOLESCENCIA;F951;TRASTORNO POR TIC MOTOR O VOCAL CRONICO
F90 - F98;TRASTORNOS EMOCIONALES Y DEL COMPORTAMIENTO APARECEN HABITUALMENTE EN LA NIÑEZ Y EN LA ADOLESCENCIA;F952;TRASTORNO POR TICS MOTORES Y VOCALES MULTIPLES COMBINADOS [DE LA TOURETTE]
F90 - F98;TRASTORNOS EMOCIONALES Y DEL COMPORTAMIENTO APARECEN HABITUALMENTE EN LA NIÑEZ Y EN LA ADOLESCENCIA;F958;OTROS TRASTORNOS POR TICS
F90 - F98;TRASTORNOS EMOCIONALES Y DEL COMPORTAMIENTO APARECEN HABITUALMENTE EN LA NIÑEZ Y EN LA ADOLESCENCIA;F959;TRASTORNO POR TIC, NO ESPECIFICADO
F90 - F98;TRASTORNOS EMOCIONALES Y DEL COMPORTAMIENTO APARECEN HABITUALMENTE EN LA NIÑEZ Y EN LA ADOLESCENCIA;F980;ENURESIS NO ORGANICA
F90 - F98;TRASTORNOS EMOCIONALES Y DEL COMPORTAMIENTO APARECEN HABITUALMENTE EN LA NIÑEZ Y EN LA ADOLESCENCIA;F981;ENCOPRESIS NO ORGANICA
F90 - F98;TRASTORNOS EMOCIONALES Y DEL COMPORTAMIENTO APARECEN HABITUALMENTE EN LA NIÑEZ Y EN LA ADOLESCENCIA;F982;TRASTORNO DE LA INGESTION ALIMENTARIA EN LA INFANCIA Y LA NIÑEZ
F90 - F98;TRASTORNOS EMOCIONALES Y DEL COMPORTAMIENTO APARECEN HABITUALMENTE EN LA NIÑEZ Y EN LA ADOLESCENCIA;F983;PICA EN LA INFANCIA Y LA NIÑEZ
F90 - F98;TRASTORNOS EMOCIONALES Y DEL COMPORTAMIENTO APARECEN HABITUALMENTE EN LA NIÑEZ Y EN LA ADOLESCENCIA;F984;TRASTORNOS DE LOS MOVIMIENTOS ESTEREOTIPADOS
F90 - F98;TRASTORNOS EMOCIONALES Y DEL COMPORTAMIENTO APARECEN HABITUALMENTE EN LA NIÑEZ Y EN LA ADOLESCENCIA;F985;TARTAMUDEZ [ESPASMOFEMIA]
F90 - F98;TRASTORNOS EMOCIONALES Y DEL COMPORTAMIENTO APARECEN HABITUALMENTE EN LA NIÑEZ Y EN LA ADOLESCENCIA;F986;FARFULLEO
F90 - F98;TRASTORNOS EMOCIONALES Y DEL COMPORTAMIENTO APARECEN HABITUALMENTE EN LA NIÑEZ Y EN LA ADOLESCENCIA;F988;OTROS TRASTORNOS EMOCIONALES Y DEL COMPORTAMIENTO QUE APARECEN HABITUALMENTE EN LA NIÑEZ Y EN LA ADOLESCENCIA
F90 - F98;TRASTORNOS EMOCIONALES Y DEL COMPORTAMIENTO APARECEN HABITUALMENTE EN LA NIÑEZ Y EN LA ADOLESCENCIA;F989;TRASTORNOS NO ESPECIFICADOS, EMOCIONALES Y DEL COMPORTAMIENTO, QUE APARECEN HABITUALMENTE EN LA NIÑEZ Y EN LA ADOLESCENCIA
F99;TRASTORNOS MENTAL NO ESPECIFICADO;F99X;TRASTORNO MENTAL NO ESPECIFICADO
G00 - G09;ENFERMEDADES INFLAMATORIAS DEL SISTEMA NERVIOSO CENTRAL;G000;MENINGITIS POR HEMOFILOS
G00 - G09;ENFERMEDADES INFLAMATORIAS DEL SISTEMA NERVIOSO CENTRAL;G001;MENINGITIS NEUMOCOCICA
G00 - G09;ENFERMEDADES INFLAMATORIAS DEL SISTEMA NERVIOSO CENTRAL;G002;MENINGITIS ESTREPTOCOCICA
G00 - G09;ENFERMEDADES INFLAMATORIAS DEL SISTEMA NERVIOSO CENTRAL;G003;MENINGITIS ESTAFILOCOCICA
G00 - G09;ENFERMEDADES INFLAMATORIAS DEL SISTEMA NERVIOSO CENTRAL;G008;OTRAS MENINGITIS BACTERIANAS
G00 - G09;ENFERMEDADES INFLAMATORIAS DEL SISTEMA NERVIOSO CENTRAL;G009;MENINGITIS BACTERIANA, NO ESPECIFICADA
G00 - G09;ENFERMEDADES INFLAMATORIAS DEL SISTEMA NERVIOSO CENTRAL;G01X;MENINGITIS EN ENFERMEDADES BACTERIANAS CLASIFICADAS EN OTRA PARTE
G00 - G09;ENFERMEDADES INFLAMATORIAS DEL SISTEMA NERVIOSO CENTRAL;G020;MENINGITIS EN ENFERMEDADES VIRALES CLASIFICADAS EN OTRA PARTE
G00 - G09;ENFERMEDADES INFLAMATORIAS DEL SISTEMA NERVIOSO CENTRAL;G021;MENINGITIS EN MICOSIS
G00 - G09;ENFERMEDADES INFLAMATORIAS DEL SISTEMA NERVIOSO CENTRAL;G028;MENINGITIS EN OTRAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS ESPECIFICADAS CLASIFICADAS EN OTRA PARTE
G00 - G09;ENFERMEDADES INFLAMATORIAS DEL SISTEMA NERVIOSO CENTRAL;G030;MENINGITIS APIOGENA
G00 - G09;ENFERMEDADES INFLAMATORIAS DEL SISTEMA NERVIOSO CENTRAL;G031;MENINGITIS CRONICA
G00 - G09;ENFERMEDADES INFLAMATORIAS DEL SISTEMA NERVIOSO CENTRAL;G032;MENINGITIS RECURRENTE BENIGNA [MOLLARET]
G00 - G09;ENFERMEDADES INFLAMATORIAS DEL SISTEMA NERVIOSO CENTRAL;G038;MENINGITIS DEBIDAS A OTRAS CAUSAS ESPECIFICADAS
G00 - G09;ENFERMEDADES INFLAMATORIAS DEL SISTEMA NERVIOSO CENTRAL;G039;MENINGITIS, NO ESPECIFICADA
G00 - G09;ENFERMEDADES INFLAMATORIAS DEL SISTEMA NERVIOSO CENTRAL;G040;ENCEFALITIS AGUDA DISEMINADA
G00 - G09;ENFERMEDADES INFLAMATORIAS DEL SISTEMA NERVIOSO CENTRAL;G041;MIELOPATIA ASOCIADA AL VIRUS LINFOTROPICO DE CELULAS T HUMANAS
G00 - G09;ENFERMEDADES INFLAMATORIAS DEL SISTEMA NERVIOSO CENTRAL;G042;MENINGOENCEFALITIS Y MENINGOMIELITIS BACTERIANAS, NO CLASIFICADAS EN OTRA PARTE
G00 - G09;ENFERMEDADES INFLAMATORIAS DEL SISTEMA NERVIOSO CENTRAL;G048;OTRAS ENCEFALITIS, MIELITIS Y ENCEFALOMIELITIS
G00 - G09;ENFERMEDADES INFLAMATORIAS DEL SISTEMA NERVIOSO CENTRAL;G049;ENCEFALITIS, MIELITIS Y ENCEFALOMIELITIS, NO ESPECIFICADAS
G00 - G09;ENFERMEDADES INFLAMATORIAS DEL SISTEMA NERVIOSO CENTRAL;G050;ENCEFALITIS, MIELITIS Y ENCEFALOMIELITIS EN ENFERMEDADES BACTERIANAS CLASIFICADAS EN OTRA PARTE
G00 - G09;ENFERMEDADES INFLAMATORIAS DEL SISTEMA NERVIOSO CENTRAL;G051;ENCEFALITIS, MIELITIS Y ENCEFALOMIELITIS EN ENFERMEDADES VIRALES CLASIFICADAS EN OTRA PARTE
G00 - G09;ENFERMEDADES INFLAMATORIAS DEL SISTEMA NERVIOSO CENTRAL;G052;ENCEFALITIS, MIELITIS Y ENCEFALOMIELITIS EN OTRAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS CLASIFICADAS EN OTRA PARTE
G00 - G09;ENFERMEDADES INFLAMATORIAS DEL SISTEMA NERVIOSO CENTRAL;G058;ENCEFALITIS, MIELITIS Y ENCEFALOMIELITIS EN ENFERMEDADES CLASIFICADAS EN OTRA PARTE
G00 - G09;ENFERMEDADES INFLAMATORIAS DEL SISTEMA NERVIOSO CENTRAL;G060;ABSCESO Y GRANULOMA INTRACRANEAL
G00 - G09;ENFERMEDADES INFLAMATORIAS DEL SISTEMA NERVIOSO CENTRAL;G061;ABSCESO Y GRANULOMA INTRARRAQUIDEO
G00 - G09;ENFERMEDADES INFLAMATORIAS DEL SISTEMA NERVIOSO CENTRAL;G062;ABSCESO EXTRADURAL Y SUBDURAL, NO ESPECIFICADO
G00 - G09;ENFERMEDADES INFLAMATORIAS DEL SISTEMA NERVIOSO CENTRAL;G07X;ABSCESO Y GRANULOMA INTRACRANEAL E INTRARRAQUIDEO EN ENFERMEDADES CLASIFICADAS EN OTRA PARTE
G00 - G09;ENFERMEDADES INFLAMATORIAS DEL SISTEMA NERVIOSO CENTRAL;G08X;FLEBITIS Y TROMBOFLEBITIS INTRACRANEAL E INTRARRAQUIDEA
G00 - G09;ENFERMEDADES INFLAMATORIAS DEL SISTEMA NERVIOSO CENTRAL;G09X;SECUELAS DE ENFERMEDADES INFLAMATORIAS DEL SISTEMA NERVIOSO CENTRAL
G10 - G14;ATROFIAS SISTEMICAS QUE AFECTAN PRINCIPALMENTE EL SISTEMA NERVIOSO CENTRAL;G10X;ENFERMEDAD DE HUNTINGTON
G10 - G14;ATROFIAS SISTEMICAS QUE AFECTAN PRINCIPALMENTE EL SISTEMA NERVIOSO CENTRAL;G110;ATAXIA CONGENITA NO PROGRESIVA
G10 - G14;ATROFIAS SISTEMICAS QUE AFECTAN PRINCIPALMENTE EL SISTEMA NERVIOSO CENTRAL;G111;ATAXIA CEREBELOSA DE INICIACION TEMPRANA
G10 - G14;ATROFIAS SISTEMICAS QUE AFECTAN PRINCIPALMENTE EL SISTEMA NERVIOSO CENTRAL;G112;ATAXIA CEREBELOSA DE INICIACION TARDIA
G10 - G14;ATROFIAS SISTEMICAS QUE AFECTAN PRINCIPALMENTE EL SISTEMA NERVIOSO CENTRAL;G113;ATAXIA CEREBELOSA CON REPARACION DEFECTUOSA DEL ADN
G10 - G14;ATROFIAS SISTEMICAS QUE AFECTAN PRINCIPALMENTE EL SISTEMA NERVIOSO CENTRAL;G114;PARAPLEJIA ESPASTICA HEREDITARIA
G10 - G14;ATROFIAS SISTEMICAS QUE AFECTAN PRINCIPALMENTE EL SISTEMA NERVIOSO CENTRAL;G118;OTRAS ATAXIAS HEREDITARIAS
G10 - G14;ATROFIAS SISTEMICAS QUE AFECTAN PRINCIPALMENTE EL SISTEMA NERVIOSO CENTRAL;G119;ATAXIA HEREDITARIA, NO ESPECIFICADA
G10 - G14;ATROFIAS SISTEMICAS QUE AFECTAN PRINCIPALMENTE EL SISTEMA NERVIOSO CENTRAL;G120;ATROFIA MUSCULAR ESPINAL INFANTIL, TIPO I (WERDNIG-HOFFMAN)
G10 - G14;ATROFIAS SISTEMICAS QUE AFECTAN PRINCIPALMENTE EL SISTEMA NERVIOSO CENTRAL;G121;OTRAS ATROFIAS MUSCULARES ESPINALES HEREDITARIAS
G10 - G14;ATROFIAS SISTEMICAS QUE AFECTAN PRINCIPALMENTE EL SISTEMA NERVIOSO CENTRAL;G122;ENFERMEDADES DE LAS NEURONAS MOTORAS
G10 - G14;ATROFIAS SISTEMICAS QUE AFECTAN PRINCIPALMENTE EL SISTEMA NERVIOSO CENTRAL;G128;OTRAS ATROFIAS MUSCULARES ESPINALES Y SINDROMES AFINES
G10 - G14;ATROFIAS SISTEMICAS QUE AFECTAN PRINCIPALMENTE EL SISTEMA NERVIOSO CENTRAL;G129;ATROFIA MUSCULAR ESPINAL, SIN OTRA ESPECIFICACION
G10 - G14;ATROFIAS SISTEMICAS QUE AFECTAN PRINCIPALMENTE EL SISTEMA NERVIOSO CENTRAL;G130;NEUROMIOPATIA Y NEUROPATIA PARANEOPLASICA
G10 - G14;ATROFIAS SISTEMICAS QUE AFECTAN PRINCIPALMENTE EL SISTEMA NERVIOSO CENTRAL;G131;OTRAS ATROFIAS SISTEMICAS QUE AFECTAN EL SISTEMA NERVIOSO CENTRAL EN ENFERMEDAD NEOPLASICA
G10 - G14;ATROFIAS SISTEMICAS QUE AFECTAN PRINCIPALMENTE EL SISTEMA NERVIOSO CENTRAL;G132;ATROFIA SISTEMICA QUE AFECTA PRIMARIAMENTE EL SISTEMA NERVIOSO CENTRAL EN EL MIXEDEMA
G10 - G14;ATROFIAS SISTEMICAS QUE AFECTAN PRINCIPALMENTE EL SISTEMA NERVIOSO CENTRAL;G138;ATROFIA SISTEMICA QUE AFECTA PRIMARIAMENTE EL SISTEMA NERVIOSO CENTRAL EN OTRAS ENFERMEDADES CLASIFICADAS EN OTRA PARTE
G10 - G14;ATROFIAS SISTEMICAS QUE AFECTAN PRINCIPALMENTE EL SISTEMA NERVIOSO CENTRAL;G14X;SINDROME POSTPOLIO
G20 - G26;TRASTORNOS EXTRAPIRAMIDALES Y DEL MOVIMIENTO;G20X;ENFERMEDAD DE PARKINSON
G20 - G26;TRASTORNOS EXTRAPIRAMIDALES Y DEL MOVIMIENTO;G210;SINDROME NEUROLEPTICO MALIGNO
G20 - G26;TRASTORNOS EXTRAPIRAMIDALES Y DEL MOVIMIENTO;G211;OTRO PARKINSONISMO SECUNDARIO INDUCIDO POR DROGAS
G20 - G26;TRASTORNOS EXTRAPIRAMIDALES Y DEL MOVIMIENTO;G212;PARKINSONISMO SECUNDARIO DEBIDO A OTROS AGENTES EXTERNOS
